FRAME	XCENTER	YCENTER	BRIGHTNESS	BERR	MSKY	NITER	SHARP	CHI	ERR	
0	346.460	47.672	5706.89654893	0.98446436398	164.1674	4	-0.203	0.712	0	
0	363.679	64.547	7769.62395992	0.97185170294	168.9561	4	-0.656	1.626	0	
0	394.440	76.532	1136.57997475	0.937562006926	167.0027	4	0.728	0.659	0	
0	385.447	98.422	2876.07362886	0.962055219186	175.7592	4	0.421	1.036	0	
0	398.631	117.233	999.079389984	0.82035154433	194.6672	4	-0.078	0.718	0	
0	396.489	119.635	8749.83775227	0.970063133784	196.6468	4	0.021	0.692	0	
0	387.317	116.563	2772.04323758	0.922146665124	181.0073	4	0.387	0.608	0	
0	409.782	122.994	2141.90399072	0.892072188725	218.4436	4	0.014	0.782	0	
0	392.470	126.829	3259.86788904	0.958517397686	183.4848	4	0.173	0.644	0	
0	421.368	130.580	1555.96563161	0.856643255582	172.0851	4	0.030	0.645	0	
0	396.986	139.583	2145.85315988	0.947981801011	171.8279	4	0.194	0.690	0	
0	401.355	145.909	2187.76162395	0.965606098542	176.6197	4	0.117	0.580	0	
0	406.000	140.550	3729.06539962	0.920449571753	191.5837	4	0.003	0.702	0	
0	406.304	143.907	935.836543584	0.866163741972	183.6447	4	0.084	0.676	0	
0	423.220	150.051	4479.19531254	0.919602196659	181.8187	4	0.320	0.695	0	
0	404.973	148.187	2900.01336905	0.941022483527	181.2291	4	-0.099	0.504	0	
0	406.522	150.251	1853.53162341	0.913692373681	181.2061	4	0.004	0.479	0	
0	418.507	155.854	1196.74053131	0.936698877952	182.0176	4	-0.211	0.573	0	
0	415.811	157.460	2104.74748866	0.962055219186	181.6006	4	-0.191	0.563	0	
0	414.175	163.520	996.322641954	0.940156168804	179.5197	4	-0.041	0.623	0	
0	818.703	143.067	4724.9802768	0.97543874044	177.4293	4	-0.434	0.974	0	
0	1190.346	147.902	5706.89654893	0.970063133784	167.1169	4	-0.753	1.425	0	
0	540.309	176.449	1673.40090684	0.940156168804	161.8761	4	-1.305	1.095	0	
0	89.727	176.737	1336.59551655	0.946237161366	161.5317	4	0.869	0.790	0	
0	784.745	176.909	3528.58025829	0.976337566583	173.9101	4	0.028	0.717	0	
0	780.483	181.164	1995.26231497	0.962941712972	169.9724	4	0.345	0.732	0	
0	424.497	176.906	6014.50651978	0.98446436398	176.602	4	-0.066	0.687	0	
0	22.458	191.479	5780.96047406	0.983558056227	163.6048	4	-0.206	0.764	0	
0	42.502	197.837	1403.45987292	0.940156168804	165.1704	4	0.467	0.678	0	
0	455.974	199.511	1018.59138805	0.935836543584	175.964	4	-0.013	0.710	0	
